id_mutation,date_mutation,valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,latitude,longitude,prix_m2
DVF0010962,2024-05-20,908000,75015,Paris,Appartement,84,3,48.836751,2.297597,10810.0
DVF0010963,2024-10-03,1054000,75015,Paris,Appartement,105,3,48.838827,2.295925,10038.0
DVF0010964,2024-07-11,377000,75015,Paris,Appartement,32,1,48.843454,2.296162,11781.0
DVF0010965,2024-09-19,1441000,75015,Paris,Appartement,114,4,48.838505,2.288913,12640.0
DVF0010966,2024-10-05,1521000,75015,Paris,Maison,103,3,48.839177,2.293993,14767.0
DVF0010967,2024-01-15,261000,75015,Paris,Maison,22,1,48.837044,2.296142,11864.0
DVF0010968,2024-08-04,322000,75015,Paris,Appartement,26,1,48.836613,2.294004,12385.0
DVF0010969,2024-06-25,471000,75015,Paris,Appartement,50,1,48.841441,2.293322,9420.0
DVF0010970,2024-11-28,843000,75015,Paris,Appartement,81,2,48.835869,2.299429,10407.0
DVF0010971,2024-10-04,851000,75015,Paris,Appartement,72,2,48.843652,2.290478,11819.0
DVF0010972,2024-03-24,370000,75015,Paris,Appartement,28,1,48.841987,2.290499,13214.0
DVF0010973,2024-02-02,212000,75015,Paris,Appartement,20,1,48.84675,2.299924,10600.0
DVF0010974,2024-12-14,1400000,75015,Paris,Appartement,125,4,48.841286,2.292847,11200.0
DVF0010975,2024-02-07,639000,75015,Paris,Appartement,63,2,48.837494,2.294518,10143.0
DVF0010976,2024-12-23,677000,75015,Paris,Appartement,65,2,48.839327,2.298635,10415.0
DVF0010977,2024-12-20,1406000,75015,Paris,Appartement,113,4,48.84122,2.301496,12442.0
DVF0010978,2024-07-19,505000,75015,Paris,Appartement,42,1,48.838244,2.300766,12024.0
DVF0010979,2024-07-09,424000,75015,Paris,Appartement,33,1,48.842171,2.297459,12848.0
DVF0010980,2024-10-28,318000,75015,Paris,Appartement,25,1,48.839572,2.29861,12720.0
DVF0010981,2024-05-26,684000,75015,Paris,Appartement,61,2,48.843146,2.299879,11213.0
DVF0010982,2024-11-28,787000,75015,Paris,Appartement,61,2,48.841143,2.30128,12902.0
DVF0010983,2024-11-04,451000,75015,Paris,Appartement,41,1,48.841443,2.302683,11000.0
DVF0010984,2024-08-09,1361000,75015,Paris,Appartement,103,3,48.838309,2.299797,13214.0
DVF0010985,2024-03-12,932000,75015,Paris,Maison,83,2,48.842373,2.294556,11229.0
DVF0010986,2024-04-21,730000,75015,Paris,Appartement,69,2,48.836855,2.299874,10580.0
DVF0010987,2024-07-21,1353000,75015,Paris,Appartement,102,3,48.847476,2.295158,13265.0
DVF0010988,2024-10-04,801000,75015,Paris,Appartement,63,2,48.839565,2.298908,12714.0
DVF0010989,2024-02-22,507000,75015,Paris,Appartement,43,1,48.838732,2.290826,11791.0
DVF0010990,2024-03-02,639000,75015,Paris,Maison,47,1,48.843046,2.296074,13596.0
DVF0010991,2024-06-28,1072000,75015,Paris,Appartement,104,3,48.838361,2.292583,10308.0
DVF0010992,2024-12-18,512000,75015,Paris,Appartement,43,1,48.840628,2.296193,11907.0
DVF0010993,2024-06-19,1028000,75015,Paris,Appartement,101,3,48.846637,2.297589,10178.0
DVF0010994,2024-04-28,854000,75015,Paris,Maison,61,2,48.844921,2.292641,14000.0
DVF0010995,2024-04-10,938000,75015,Paris,Appartement,71,2,48.838723,2.290831,13211.0
DVF0010996,2024-05-22,1008000,75015,Paris,Appartement,104,3,48.835768,2.292653,9692.0
DVF0010997,2024-08-03,899000,75015,Paris,Appartement,74,2,48.839765,2.292664,12149.0
DVF0010998,2024-01-12,835000,75015,Paris,Appartement,68,2,48.838597,2.301715,12279.0
DVF0010999,2024-07-18,439000,75015,Paris,Appartement,47,1,48.837548,2.294758,9340.0
DVF0011000,2024-12-28,476000,75015,Paris,Appartement,42,1,48.839503,2.294818,11333.0
DVF0011001,2024-06-28,601000,75015,Paris,Appartement,45,1,48.841407,2.290751,13356.0
DVF0011002,2024-05-14,545000,75015,Paris,Appartement,50,1,48.838977,2.297065,10900.0
DVF0011003,2024-04-01,943000,75015,Paris,Appartement,78,2,48.844421,2.301652,12090.0
DVF0011004,2024-12-28,527000,75015,Paris,Appartement,48,1,48.845713,2.29948,10979.0
DVF0011005,2024-07-24,741000,75015,Paris,Appartement,61,2,48.836822,2.301708,12148.0
DVF0011006,2024-01-11,696000,75015,Paris,Appartement,69,2,48.837531,2.294229,10087.0
DVF0011007,2024-10-21,1638000,75015,Paris,Appartement,123,4,48.836552,2.299353,13317.0
DVF0011008,2024-06-10,463000,75015,Paris,Appartement,40,1,48.847552,2.297228,11575.0
DVF0011009,2024-02-28,1000000,75015,Paris,Appartement,80,2,48.837068,2.298954,12500.0
DVF0011010,2024-02-13,526000,75015,Paris,Appartement,42,1,48.841474,2.291417,12524.0
DVF0011011,2024-01-27,1025000,75015,Paris,Appartement,79,2,48.84742,2.297287,12975.0
DVF0011012,2024-03-16,659000,75015,Paris,Appartement,50,1,48.841246,2.291697,13180.0
DVF0011013,2024-09-26,842000,75015,Paris,Appartement,85,3,48.845377,2.298915,9906.0
DVF0011014,2024-09-27,485000,75015,Paris,Appartement,44,1,48.841256,2.301739,11023.0
DVF0011015,2024-11-16,627000,75015,Paris,Appartement,48,1,48.846654,2.299671,13062.0
DVF0011016,2024-03-04,672000,75015,Paris,Appartement,63,2,48.846898,2.289965,10667.0
DVF0011017,2024-10-28,446000,75015,Paris,Appartement,43,1,48.843974,2.296663,10372.0
DVF0011018,2024-05-23,920000,75015,Paris,Maison,63,2,48.842618,2.297841,14603.0
DVF0011019,2024-12-07,1126000,75015,Paris,Appartement,119,4,48.846,2.293811,9462.0
DVF0011020,2024-10-02,1050000,75015,Paris,Appartement,101,3,48.838907,2.297549,10396.0
DVF0011021,2024-01-03,454000,75015,Paris,Appartement,44,1,48.835682,2.297316,10318.0
DVF0011022,2024-10-22,938000,75015,Paris,Appartement,94,3,48.835808,2.301171,9979.0
DVF0011023,2024-10-05,384000,75015,Paris,Appartement,34,1,48.84604,2.30025,11294.0
DVF0011024,2024-12-20,765000,75015,Paris,Appartement,58,2,48.841709,2.297793,13190.0
DVF0011025,2024-05-16,755000,75015,Paris,Appartement,75,2,48.84446,2.298583,10067.0
DVF0011026,2024-05-20,1007000,75015,Paris,Appartement,85,3,48.847427,2.28934,11847.0
DVF0011027,2024-07-16,865000,75015,Paris,Appartement,69,2,48.839317,2.289503,12536.0
DVF0011028,2024-07-26,884000,75015,Paris,Appartement,72,2,48.835958,2.295047,12278.0
DVF0011029,2024-01-27,1348000,75015,Paris,Appartement,118,4,48.838835,2.301695,11424.0
DVF0011030,2024-11-14,905000,75015,Paris,Appartement,84,3,48.836858,2.301014,10774.0
DVF0011031,2024-09-05,893000,75015,Paris,Appartement,85,3,48.842258,2.298077,10506.0
DVF0011032,2024-05-02,523000,75015,Paris,Appartement,44,1,48.840135,2.295686,11886.0
DVF0011033,2024-05-19,726000,75015,Paris,Appartement,77,2,48.83658,2.294399,9429.0
DVF0011034,2024-03-16,580000,75015,Paris,Appartement,62,2,48.843956,2.293779,9355.0
DVF0011035,2024-03-24,584000,75015,Paris,Appartement,58,2,48.835726,2.28935,10069.0
DVF0011036,2024-05-22,1458000,75015,Paris,Maison,104,3,48.838213,2.293404,14019.0
DVF0011037,2024-05-26,903000,75015,Paris,Appartement,80,2,48.845434,2.29353,11288.0
DVF0011038,2024-07-01,457000,75015,Paris,Appartement,45,1,48.840599,2.299433,10156.0
DVF0011039,2024-10-22,955000,75015,Paris,Appartement,86,3,48.840723,2.298327,11105.0
DVF0011040,2024-12-19,815000,75015,Paris,Appartement,83,2,48.839929,2.300874,9819.0
DVF0011041,2024-09-17,802000,75015,Paris,Appartement,85,3,48.839901,2.29245,9435.0
DVF0011042,2024-05-20,621000,75015,Paris,Appartement,63,2,48.845198,2.29895,9857.0
DVF0011043,2024-03-12,780000,75015,Paris,Appartement,81,2,48.846266,2.295473,9630.0
DVF0011044,2024-05-11,570000,75015,Paris,Appartement,46,1,48.842062,2.298902,12391.0
DVF0011045,2024-04-02,1020000,75015,Paris,Appartement,78,2,48.841676,2.30173,13077.0
DVF0011046,2024-12-10,691000,75015,Paris,Appartement,63,2,48.841516,2.298114,10968.0
DVF0011047,2024-10-19,1015000,75015,Paris,Appartement,81,2,48.84039,2.291849,12531.0
DVF0011048,2024-07-20,1025000,75015,Paris,Appartement,81,2,48.839928,2.298407,12654.0
DVF0011049,2024-03-22,306000,75015,Paris,Appartement,27,1,48.84345,2.295401,11333.0
DVF0011050,2024-05-01,918000,75015,Paris,Appartement,75,2,48.845679,2.296596,12240.0
DVF0011051,2024-02-15,873000,75015,Paris,Appartement,91,3,48.837096,2.290392,9593.0
DVF0011052,2024-02-15,247000,75015,Paris,Appartement,24,1,48.837343,2.293956,10292.0
DVF0011053,2024-09-27,1002000,75015,Paris,Appartement,84,3,48.836054,2.28934,11929.0
DVF0011054,2024-01-17,924000,75015,Paris,Appartement,70,2,48.843261,2.302137,13200.0
DVF0011055,2024-07-15,313000,75015,Paris,Appartement,31,1,48.835949,2.295122,10097.0
DVF0011056,2024-05-02,702000,75015,Paris,Appartement,72,2,48.846963,2.291265,9750.0
DVF0011057,2024-01-20,931000,75015,Paris,Appartement,93,3,48.83886,2.295836,10011.0
DVF0011058,2024-09-02,745000,75015,Paris,Appartement,60,2,48.837383,2.295845,12417.0
DVF0011059,2024-04-16,968000,75015,Paris,Appartement,78,2,48.841233,2.290456,12410.0
DVF0011060,2024-02-18,730000,75015,Paris,Appartement,56,2,48.847264,2.293506,13036.0
DVF0011061,2024-10-21,565000,75015,Paris,Appartement,55,1,48.841346,2.301845,10273.0
DVF0011062,2024-09-04,861000,75015,Paris,Appartement,68,2,48.842175,2.289448,12662.0
DVF0011063,2024-12-27,272000,75015,Paris,Appartement,22,1,48.837265,2.289267,12364.0
DVF0011064,2024-03-03,995000,75015,Paris,Appartement,78,2,48.84668,2.300045,12756.0
DVF0011065,2024-11-14,825000,75015,Paris,Appartement,62,2,48.845837,2.302185,13306.0
DVF0011066,2024-05-14,651000,75015,Paris,Appartement,64,2,48.847018,2.300618,10172.0
DVF0011067,2024-02-26,575000,75015,Paris,Maison,40,1,48.836769,2.290392,14375.0
DVF0011068,2024-03-25,586000,75015,Paris,Appartement,58,2,48.83663,2.290081,10103.0
DVF0011069,2024-07-09,429000,75015,Paris,Appartement,41,1,48.843484,2.302029,10463.0
DVF0011070,2024-10-20,1464000,75015,Paris,Appartement,114,4,48.8362,2.289449,12842.0
DVF0011071,2024-04-20,312000,75015,Paris,Appartement,27,1,48.837598,2.302665,11556.0
DVF0011072,2024-01-05,316000,75015,Paris,Appartement,24,1,48.83701,2.302543,13167.0
DVF0011073,2024-05-04,652000,75015,Paris,Maison,46,1,48.841093,2.29855,14174.0
DVF0011074,2024-06-15,346000,75015,Paris,Appartement,27,1,48.84756,2.294848,12815.0
DVF0011075,2024-02-20,611000,75015,Paris,Appartement,56,2,48.847525,2.298442,10911.0
DVF0011076,2022-02-27,707000,75016,Paris,Appartement,46,1,48.860989,2.273916,15370.0
DVF0011077,2022-09-23,1074000,75016,Paris,Appartement,81,2,48.860671,2.26789,13259.0
DVF0011078,2022-11-15,1896000,75016,Paris,Appartement,123,4,48.868994,2.270074,15415.0
DVF0011079,2022-11-04,912000,75016,Paris,Appartement,63,2,48.866051,2.277196,14476.0
DVF0011080,2022-04-19,775000,75016,Paris,Appartement,65,2,48.861097,2.270891,11923.0
DVF0011081,2022-06-01,912000,75016,Paris,Appartement,81,2,48.868484,2.269991,11259.0
DVF0011082,2022-09-23,870000,75016,Paris,Appartement,72,2,48.861418,2.271243,12083.0
DVF0011083,2022-10-28,624000,75016,Paris,Appartement,45,1,48.868601,2.270887,13867.0
DVF0011084,2022-05-12,1084000,75016,Paris,Appartement,77,2,48.857628,2.269048,14078.0
DVF0011085,2022-01-12,818000,75016,Paris,Appartement,63,2,48.862489,2.273589,12984.0
DVF0011086,2022-04-16,517000,75016,Paris,Appartement,34,1,48.857791,2.274903,15206.0
DVF0011087,2022-09-09,780000,75016,Paris,Maison,49,1,48.869187,2.275556,15918.0
DVF0011088,2022-01-10,1688000,75016,Paris,Maison,102,3,48.864688,2.274643,16549.0
DVF0011089,2022-04-01,510000,75016,Paris,Appartement,44,1,48.868147,2.270927,11591.0
DVF0011090,2022-09-15,1284000,75016,Paris,Appartement,92,3,48.861679,2.276967,13957.0
DVF0011091,2022-11-05,1573000,75016,Paris,Appartement,105,3,48.868259,2.273715,14981.0
DVF0011092,2022-11-23,1145000,75016,Paris,Appartement,89,3,48.863642,2.264864,12865.0
DVF0011093,2022-09-12,750000,75016,Paris,Appartement,54,1,48.863652,2.266692,13889.0
DVF0011094,2022-09-20,727000,75016,Paris,Maison,44,1,48.862551,2.268162,16523.0
DVF0011095,2022-11-12,1057000,75016,Paris,Appartement,77,2,48.868355,2.277044,13727.0
DVF0011096,2022-05-12,969000,75016,Paris,Maison,71,2,48.859936,2.268848,13648.0
DVF0011097,2022-05-14,1141000,75016,Paris,Appartement,96,3,48.867933,2.265079,11885.0
DVF0011098,2022-10-23,1298000,75016,Paris,Appartement,101,3,48.863049,2.271957,12851.0
DVF0011099,2022-04-26,705000,75016,Paris,Appartement,45,1,48.860811,2.267443,15667.0
DVF0011100,2022-10-24,866000,75016,Paris,Appartement,73,2,48.863962,2.274413,11863.0
DVF0011101,2022-12-09,823000,75016,Paris,Appartement,63,2,48.861788,2.274572,13063.0
DVF0011102,2022-10-16,680000,75016,Paris,Maison,47,1,48.859818,2.274211,14468.0
DVF0011103,2022-07-22,437000,75016,Paris,Appartement,28,1,48.865012,2.273304,15607.0
DVF0011104,2022-10-09,945000,75016,Paris,Appartement,60,2,48.864482,2.266408,15750.0
DVF0011105,2022-07-13,596000,75016,Paris,Appartement,44,1,48.859833,2.264435,13545.0
DVF0011106,2022-01-19,1141000,75016,Paris,Appartement,84,3,48.858284,2.276669,13583.0
DVF0011107,2022-02-16,1004000,75016,Paris,Maison,62,2,48.860107,2.265906,16194.0
DVF0011108,2022-01-26,956000,75016,Paris,Appartement,79,2,48.868555,2.266235,12101.0
DVF0011109,2022-04-05,798000,75016,Paris,Maison,62,2,48.862682,2.26456,12871.0
DVF0011110,2022-08-13,786000,75016,Paris,Appartement,60,2,48.867439,2.270745,13100.0
DVF0011111,2022-01-06,793000,75016,Paris,Appartement,61,2,48.858719,2.265552,13000.0
DVF0011112,2022-11-10,1018000,75016,Paris,Appartement,89,3,48.86938,2.277701,11438.0
DVF0011113,2022-05-18,1272000,75016,Paris,Appartement,93,3,48.864702,2.265856,13677.0
DVF0011114,2022-09-23,1406000,75016,Paris,Appartement,114,4,48.861117,2.271066,12333.0
DVF0011115,2022-04-04,645000,75016,Paris,Appartement,43,1,48.869348,2.270505,15000.0
DVF0011116,2022-01-26,1332000,75016,Paris,Maison,81,2,48.862052,2.277907,16444.0
DVF0011117,2022-12-13,1048000,75016,Paris,Maison,69,2,48.866908,2.272744,15188.0
DVF0011118,2022-05-20,1485000,75016,Paris,Appartement,96,3,48.864843,2.268945,15469.0
DVF0011119,2022-12-14,694000,75016,Paris,Appartement,54,1,48.861292,2.274057,12852.0
DVF0011120,2022-06-19,565000,75016,Paris,Appartement,51,1,48.866549,2.266653,11078.0
DVF0011121,2022-07-25,1237000,75016,Paris,Appartement,98,3,48.864513,2.276138,12622.0
DVF0011122,2022-04-04,632000,75016,Paris,Appartement,40,1,48.866117,2.27285,15800.0
DVF0011123,2022-02-07,684000,75016,Paris,Appartement,56,2,48.868239,2.272613,12214.0
DVF0011124,2022-06-03,1079000,75016,Paris,Appartement,81,2,48.86133,2.27605,13321.0
DVF0011125,2022-07-06,1126000,75016,Paris,Appartement,82,2,48.858858,2.270847,13732.0
DVF0011126,2022-09-03,280000,75016,Paris,Appartement,21,1,48.85983,2.266446,13333.0
DVF0011127,2022-02-25,255000,75016,Paris,Appartement,22,1,48.86392,2.273713,11591.0
DVF0011128,2022-05-02,1305000,75016,Paris,Maison,85,3,48.861907,2.277455,15353.0
DVF0011129,2022-10-17,604000,75016,Paris,Appartement,47,1,48.862113,2.273925,12851.0
DVF0011130,2022-10-06,1470000,75016,Paris,Appartement,97,3,48.865564,2.271666,15155.0
DVF0011131,2022-06-26,703000,75016,Paris,Appartement,45,1,48.857673,2.266638,15622.0
DVF0011132,2022-12-27,733000,75016,Paris,Appartement,65,2,48.860346,2.268847,11277.0
DVF0011133,2022-06-03,886000,75016,Paris,Appartement,57,2,48.859088,2.276436,15544.0
DVF0011134,2022-08-14,1854000,75016,Paris,Appartement,123,4,48.865207,2.276314,15073.0
DVF0011135,2022-11-09,1154000,75016,Paris,Appartement,84,3,48.867807,2.275761,13738.0
DVF0011136,2022-11-02,317000,75016,Paris,Appartement,24,1,48.858553,2.274461,13208.0
DVF0011137,2022-12-02,542000,75016,Paris,Appartement,47,1,48.865079,2.270617,11532.0
DVF0011138,2022-05-20,1632000,75016,Paris,Appartement,115,4,48.85995,2.266419,14191.0
DVF0011139,2022-08-27,729000,75016,Paris,Appartement,65,2,48.86121,2.276485,11215.0
DVF0011140,2022-01-10,874000,75016,Paris,Appartement,59,2,48.864389,2.276988,14814.0
DVF0011141,2022-07-07,904000,75016,Paris,Appartement,73,2,48.868033,2.265936,12384.0
DVF0011142,2022-12-23,761000,75016,Paris,Maison,46,1,48.85891,2.269203,16543.0
DVF0011143,2022-07-08,706000,75016,Paris,Appartement,57,2,48.863762,2.269135,12386.0
DVF0011144,2022-02-15,475000,75016,Paris,Appartement,34,1,48.868148,2.269144,13971.0
DVF0011145,2022-02-12,471000,75016,Paris,Appartement,42,1,48.865614,2.264969,11214.0
DVF0011146,2022-06-18,326000,75016,Paris,Appartement,21,1,48.865049,2.27422,15524.0
DVF0011147,2022-05-26,1021000,75016,Paris,Appartement,83,2,48.860144,2.274592,12301.0
DVF0011148,2022-02-11,628000,75016,Paris,Appartement,44,1,48.866339,2.265728,14273.0
DVF0011149,2022-10-01,1285000,75016,Paris,Maison,89,3,48.862794,2.275401,14438.0
DVF0011150,2022-10-03,694000,75016,Paris,Appartement,53,1,48.86758,2.274939,13094.0
DVF0011151,2022-01-10,1123000,75016,Paris,Maison,69,2,48.86648,2.265005,16275.0
DVF0011152,2022-08-12,969000,75016,Paris,Appartement,69,2,48.857856,2.271123,14043.0
DVF0011153,2022-08-09,832000,75016,Paris,Maison,54,1,48.861694,2.272633,15407.0
DVF0011154,2022-06-15,897000,75016,Paris,Maison,51,1,48.863191,2.270314,17588.0
DVF0011155,2022-11-24,1473000,75016,Paris,Appartement,124,4,48.867927,2.274416,11879.0
DVF0011156,2022-07-11,608000,75016,Paris,Appartement,46,1,48.868287,2.273574,13217.0
DVF0011157,2022-06-03,966000,75016,Paris,Appartement,85,3,48.867144,2.274869,11365.0
DVF0011158,2022-11-18,444000,75016,Paris,Appartement,39,1,48.866665,2.266042,11385.0
DVF0011159,2022-06-02,1572000,75016,Paris,Appartement,102,3,48.85975,2.268287,15412.0
DVF0011160,2022-10-28,335000,75016,Paris,Appartement,24,1,48.863767,2.267077,13958.0
DVF0011161,2022-03-07,515000,75016,Paris,Appartement,44,1,48.869396,2.267597,11705.0
DVF0011162,2022-02-06,1222000,75016,Paris,Appartement,79,2,48.869265,2.277334,15468.0
DVF0011163,2022-01-01,1029000,75016,Paris,Appartement,85,3,48.867118,2.27057,12106.0
DVF0011164,2022-11-09,684000,75016,Paris,Appartement,45,1,48.860729,2.267608,15200.0
DVF0011165,2022-08-28,428000,75016,Paris,Appartement,30,1,48.860877,2.271616,14267.0
DVF0011166,2022-09-01,761000,75016,Paris,Appartement,51,1,48.858045,2.270555,14922.0
DVF0011167,2022-11-28,1353000,75016,Paris,Appartement,90,3,48.860545,2.272622,15033.0
DVF0011168,2022-03-26,1060000,75016,Paris,Appartement,78,2,48.85989,2.275701,13590.0
DVF0011169,2022-11-06,1072000,75016,Paris,Appartement,84,3,48.863716,2.276159,12762.0
DVF0011170,2022-02-17,684000,75016,Paris,Appartement,46,1,48.862485,2.265511,14870.0
DVF0011171,2022-05-12,945000,75016,Paris,Maison,65,2,48.869432,2.26476,14538.0
DVF0011172,2022-02-03,864000,75016,Paris,Appartement,74,2,48.860181,2.275108,11676.0
DVF0011173,2022-05-02,1045000,75016,Paris,Appartement,69,2,48.859684,2.275183,15145.0
DVF0011174,2022-01-27,849000,75016,Paris,Appartement,59,2,48.866487,2.267207,14390.0
DVF0011175,2022-12-12,1650000,75016,Paris,Appartement,105,3,48.86811,2.26717,15714.0
DVF0011176,2022-08-21,612000,75016,Paris,Appartement,42,1,48.86836,2.270383,14571.0
DVF0011177,2022-08-15,916000,75016,Paris,Appartement,67,2,48.859042,2.277616,13672.0
DVF0011178,2022-01-14,691000,75016,Paris,Appartement,46,1,48.859826,2.272087,15022.0
DVF0011179,2022-11-28,504000,75016,Paris,Appartement,39,1,48.857672,2.267089,12923.0
DVF0011180,2022-09-04,1061000,75016,Paris,Appartement,94,3,48.857697,2.267418,11287.0
DVF0011181,2022-03-05,676000,75016,Paris,Appartement,43,1,48.868894,2.269711,15721.0
DVF0011182,2022-10-17,290000,75016,Paris,Appartement,25,1,48.866185,2.268374,11600.0
DVF0011183,2022-02-17,511000,75016,Paris,Appartement,42,1,48.858809,2.272396,12167.0
DVF0011184,2022-07-02,849000,75016,Paris,Appartement,62,2,48.869454,2.266534,13694.0
DVF0011185,2022-04-22,1061000,75016,Paris,Appartement,93,3,48.86373,2.277098,11409.0
DVF0011186,2022-07-16,1136000,75016,Paris,Appartement,76,2,48.867567,2.270505,14947.0
DVF0011187,2022-04-07,1408000,75016,Paris,Appartement,98,3,48.865335,2.274588,14367.0
DVF0011188,2022-06-28,1176000,75016,Paris,Appartement,74,2,48.863277,2.26521,15892.0
DVF0011189,2022-06-19,1333000,75016,Paris,Appartement,113,4,48.865424,2.265174,11796.0
DVF0011190,2022-03-26,534000,75016,Paris,Appartement,39,1,48.857821,2.265285,13692.0
DVF0011191,2022-08-26,1281000,75016,Paris,Maison,87,3,48.861428,2.271511,14724.0
DVF0011192,2022-08-15,1279000,75016,Paris,Appartement,105,3,48.864644,2.274865,12181.0
DVF0011193,2022-12-07,1867000,75016,Paris,Appartement,121,4,48.858345,2.268853,15430.0
DVF0011194,2022-08-10,1030000,75016,Paris,Appartement,79,2,48.865203,2.26871,13038.0
DVF0011195,2022-04-21,935000,75016,Paris,Appartement,70,2,48.859721,2.270666,13357.0
DVF0011196,2022-12-28,703000,75016,Paris,Appartement,47,1,48.859359,2.276804,14957.0
DVF0011197,2022-04-19,978000,75016,Paris,Appartement,83,2,48.864864,2.276966,11783.0
DVF0011198,2022-09-23,1140000,75016,Paris,Appartement,78,2,48.86252,2.276291,14615.0
DVF0011199,2022-05-17,938000,75016,Paris,Appartement,67,2,48.863976,2.274484,14000.0
DVF0011200,2022-03-07,999000,75016,Paris,Appartement,75,2,48.864242,2.266133,13320.0
DVF0011201,2022-10-21,880000,75016,Paris,Appartement,56,2,48.861872,2.268046,15714.0
DVF0011202,2022-04-17,345000,75016,Paris,Maison,21,1,48.8683,2.265401,16429.0
DVF0011203,2022-11-10,1311000,75016,Paris,Appartement,85,3,48.862341,2.266925,15424.0
DVF0011204,2022-10-11,876000,75016,Paris,Appartement,58,2,48.864537,2.272793,15103.0
DVF0011205,2022-04-08,1073000,75016,Paris,Appartement,95,3,48.867096,2.266227,11295.0
DVF0011206,2022-11-28,968000,75016,Paris,Appartement,64,2,48.866691,2.269743,15125.0
DVF0011207,2022-01-25,641000,75016,Paris,Appartement,57,2,48.861323,2.268573,11246.0
DVF0011208,2022-01-08,706000,75016,Paris,Appartement,47,1,48.8648,2.26829,15021.0
DVF0011209,2022-04-28,681000,75016,Paris,Appartement,43,1,48.866733,2.273153,15837.0
DVF0011210,2022-10-11,397000,75016,Paris,Appartement,29,1,48.865916,2.265325,13690.0
DVF0011211,2022-06-28,1033000,75016,Paris,Appartement,85,3,48.869074,2.26875,12153.0
DVF0011212,2022-12-22,862000,75016,Paris,Appartement,69,2,48.861026,2.276295,12493.0
DVF0011213,2022-12-01,796000,75016,Paris,Maison,51,1,48.860069,2.266728,15608.0
DVF0011214,2022-06-16,560000,75016,Paris,Appartement,48,1,48.861184,2.268209,11667.0
DVF0011215,2022-03-16,722000,75016,Paris,Appartement,51,1,48.859941,2.266159,14157.0
DVF0011216,2022-04-06,1349000,75016,Paris,Appartement,119,4,48.858224,2.26993,11336.0
DVF0011217,2022-12-01,356000,75016,Paris,Appartement,24,1,48.860748,2.266985,14833.0
DVF0011218,2022-09-10,1002000,75016,Paris,Appartement,64,2,48.859902,2.274806,15656.0
DVF0011219,2022-08-10,1720000,75016,Paris,Maison,108,3,48.864557,2.272588,15926.0
DVF0011220,2022-09-04,834000,75016,Paris,Maison,57,2,48.868703,2.27362,14632.0
DVF0011221,2022-12-24,600000,75016,Paris,Appartement,53,1,48.867201,2.267538,11321.0
DVF0011222,2022-08-26,616000,75016,Paris,Appartement,54,1,48.86723,2.270871,11407.0
DVF0011223,2022-09-03,556000,75016,Paris,Maison,44,1,48.862693,2.273112,12636.0
DVF0011224,2022-07-27,649000,75016,Paris,Appartement,57,2,48.863224,2.273312,11386.0
DVF0011225,2022-02-13,654000,75016,Paris,Appartement,54,1,48.859272,2.277096,12111.0
DVF0011226,2022-10-20,514000,75016,Paris,Appartement,35,1,48.864651,2.269175,14686.0
DVF0011227,2022-03-18,797000,75016,Paris,Appartement,65,2,48.864937,2.276354,12262.0
DVF0011228,2022-07-26,805000,75016,Paris,Appartement,54,1,48.862371,2.273489,14907.0
DVF0011229,2022-02-23,1469000,75016,Paris,Appartement,117,4,48.860955,2.269131,12556.0
DVF0011230,2022-08-25,1229000,75016,Paris,Appartement,82,2,48.861619,2.274912,14988.0
DVF0011231,2022-09-05,1516000,75016,Paris,Appartement,106,3,48.85862,2.268884,14302.0
DVF0011232,2022-03-23,891000,75016,Paris,Appartement,71,2,48.864779,2.277593,12549.0
DVF0011233,2022-06-09,1434000,75016,Paris,Appartement,106,3,48.865257,2.268124,13528.0
DVF0011234,2022-10-08,1639000,75016,Paris,Appartement,104,3,48.863226,2.27779,15760.0
DVF0011235,2022-09-16,1082000,75016,Paris,Appartement,75,2,48.866419,2.277036,14427.0
DVF0011236,2022-09-25,1215000,75016,Paris,Maison,73,2,48.869033,2.277179,16644.0
DVF0011237,2022-02-24,591000,75016,Paris,Maison,38,1,48.861889,2.27383,15553.0
DVF0011238,2022-10-10,1571000,75016,Paris,Appartement,102,3,48.86418,2.269573,15402.0
DVF0011239,2022-11-03,730000,75016,Paris,Appartement,46,1,48.867138,2.274873,15870.0
DVF0011240,2022-08-27,764000,75016,Paris,Appartement,62,2,48.864219,2.271687,12323.0
DVF0011241,2022-08-13,1008000,75016,Paris,Appartement,66,2,48.862515,2.2704,15273.0
DVF0011242,2022-12-28,950000,75016,Paris,Appartement,80,2,48.867941,2.272647,11875.0
DVF0011243,2022-05-11,392000,75016,Paris,Appartement,25,1,48.857876,2.275531,15680.0
DVF0011244,2022-05-01,1655000,75016,Paris,Appartement,109,3,48.869334,2.264376,15183.0
DVF0011245,2022-08-06,397000,75016,Paris,Appartement,34,1,48.86113,2.275391,11676.0
DVF0011246,2022-11-22,709000,75016,Paris,Appartement,51,1,48.867301,2.268463,13902.0
DVF0011247,2022-01-01,445000,75016,Paris,Appartement,37,1,48.862282,2.271956,12027.0
DVF0011248,2022-06-11,674000,75016,Paris,Appartement,56,2,48.861598,2.267545,12036.0
DVF0011249,2022-09-04,487000,75016,Paris,Appartement,32,1,48.868687,2.270263,15219.0
DVF0011250,2022-02-27,875000,75016,Paris,Appartement,79,2,48.865386,2.265289,11076.0
